Episode,Timestamp,Agent_Count,Type
302,69.36,2,Conflict
303,0.0,4,Simultaneous
303,2.85,4,Simultaneous
303,11.25,3,Simultaneous
303,65.79,2,Simultaneous
303,66.06,2,Conflict
304,0.0,4,Simultaneous
304,13.22,2,Simultaneous
304,39.23,2,Simultaneous
304,90.97,2,Simultaneous
304,10.59,2,Conflict
304,15.95,2,Conflict
304,43.18,2,Conflict
304,59.97,2,Conflict
304,83.66,3,Conflict
304,93.71,2,Conflict
304,96.68,4,Conflict
305,0.0,4,Simultaneous
305,7.31,2,Simultaneous
305,52.38,2,Simultaneous
305,89.08,2,Simultaneous
305,44.76,3,Conflict
305,50.31,3,Conflict
305,80.45,2,Conflict
306,0.0,4,Simultaneous
306,48.18,2,Simultaneous
306,59.52,4,Simultaneous
306,59.89,2,Simultaneous
306,10.7,2,Conflict
306,12.22,2,Conflict
306,35.92,2,Conflict
306,40.25,4,Conflict
306,58.87,3,Conflict
306,63.58,2,Conflict
307,0.0,4,Simultaneous
307,10.01,2,Simultaneous
307,50.69,2,Simultaneous
307,89.51,2,Simultaneous
307,1.0,2,Conflict
307,16.04,2,Conflict
308,0.0,4,Simultaneous
308,4.41,4,Simultaneous
308,26.35,3,Simultaneous
308,41.19,2,Simultaneous
308,22.99,2,Conflict
308,25.7,2,Conflict
308,49.95,3,Conflict
308,82.19,2,Conflict
309,0.0,4,Simultaneous
309,62.49,2,Simultaneous
309,62.52,3,Simultaneous
309,89.61,3,Simultaneous
309,33.16,2,Conflict
309,39.92,2,Conflict
309,50.25,3,Conflict
309,89.28,2,Conflict
310,0.0,4,Simultaneous
310,24.53,3,Simultaneous
310,40.38,3,Simultaneous
310,62.46,2,Simultaneous
310,63.13,2,Simultaneous
310,80.8,2,Simultaneous
310,68.18,2,Conflict
310,75.15,3,Conflict
310,80.92,2,Conflict
311,0.0,4,Simultaneous
311,7.37,3,Simultaneous
311,20.89,3,Simultaneous
311,38.28,4,Simultaneous
311,37.63,2,Conflict
312,0.0,4,Simultaneous
312,0.92,2,Simultaneous
312,2.25,2,Simultaneous
312,61.73,2,Simultaneous
312,67.07,3,Simultaneous
312,76.47,2,Simultaneous
312,52.12,2,Conflict
312,59.44,2,Conflict
312,87.92,2,Conflict
312,93.46,3,Conflict
313,0.0,4,Simultaneous
313,5.6,2,Simultaneous
313,18.6,2,Simultaneous
313,54.31,2,Simultaneous
313,19.12,2,Conflict
313,40.5,2,Conflict
313,42.22,2,Conflict
314,0.0,4,Simultaneous
314,0.99,2,Simultaneous
314,36.01,3,Simultaneous
314,75.95,4,Simultaneous
314,2.15,3,Conflict
314,10.12,3,Conflict
314,73.04,2,Conflict
315,0.0,4,Simultaneous
315,31.73,2,Simultaneous
315,63.64,2,Simultaneous
315,93.47,3,Simultaneous
315,28.04,3,Conflict
316,0.0,4,Simultaneous
316,40.09,2,Simultaneous
316,46.1,2,Simultaneous
316,66.83,2,Simultaneous
316,27.63,2,Conflict
316,63.21,2,Conflict
317,0.0,4,Simultaneous
317,45.18,2,Simultaneous
317,54.9,2,Simultaneous
317,78.31,3,Simultaneous
317,7.11,2,Conflict
317,10.51,2,Conflict
317,81.68,3,Conflict
318,0.0,4,Simultaneous
318,11.49,2,Simultaneous
318,20.0,2,Simultaneous
318,84.67,2,Simultaneous
319,0.0,4,Simultaneous
319,12.54,2,Simultaneous
319,59.94,2,Simultaneous
319,71.46,3,Simultaneous
320,0.0,4,Simultaneous
320,26.39,3,Simultaneous
320,33.75,3,Simultaneous
320,76.18,3,Simultaneous
320,32.69,3,Conflict
320,41.14,2,Conflict
321,0.0,4,Simultaneous
321,16.37,4,Simultaneous
321,87.36,2,Simultaneous
321,95.65,2,Simultaneous
321,23.39,2,Conflict
321,32.04,3,Conflict
322,0.0,4,Simultaneous
322,12.96,4,Simultaneous
322,28.04,3,Simultaneous
322,52.57,4,Simultaneous
322,74.29,2,Conflict
323,0.0,4,Simultaneous
323,9.76,2,Simultaneous
323,44.53,2,Simultaneous
323,46.77,4,Simultaneous
323,42.22,2,Conflict
323,68.55,3,Conflict
323,69.75,2,Conflict
324,0.0,4,Simultaneous
324,84.41,3,Simultaneous
324,90.66,3,Simultaneous
324,95.09,3,Simultaneous
324,73.16,2,Conflict
324,88.8,2,Conflict
325,0.0,4,Simultaneous
325,51.41,3,Simultaneous
325,75.83,2,Simultaneous
325,94.3,3,Simultaneous
325,40.09,3,Conflict
325,71.46,2,Conflict
325,73.28,3,Conflict
325,80.24,2,Conflict
325,90.24,3,Conflict
326,0.0,4,Simultaneous
326,56.97,2,Simultaneous
326,59.27,2,Simultaneous
326,78.74,2,Simultaneous
326,1.02,2,Conflict
326,4.15,4,Conflict
326,52.51,2,Conflict
327,0.0,4,Simultaneous
327,4.85,2,Simultaneous
327,13.53,3,Simultaneous
327,37.77,3,Simultaneous
327,46.16,3,Simultaneous
327,69.66,2,Simultaneous
327,18.16,2,Conflict
327,25.62,2,Conflict
328,0.0,4,Simultaneous
328,5.05,4,Simultaneous
328,65.1,2,Simultaneous
328,90.87,2,Simultaneous
329,0.0,4,Simultaneous
329,7.41,2,Simultaneous
329,76.56,2,Simultaneous
329,97.39,3,Simultaneous
329,13.71,2,Conflict
329,15.63,2,Conflict
329,96.42,2,Conflict
330,0.0,4,Simultaneous
330,20.03,3,Simultaneous
330,22.44,2,Simultaneous
330,54.77,2,Simultaneous
330,16.1,2,Conflict
330,76.67,3,Conflict
330,80.84,2,Conflict
331,0.0,4,Simultaneous
331,22.21,2,Simultaneous
331,69.5,2,Simultaneous
331,87.99,4,Simultaneous
332,0.0,4,Simultaneous
332,42.94,2,Simultaneous
332,62.92,4,Simultaneous
332,66.52,2,Simultaneous
332,79.48,2,Conflict
332,79.69,2,Conflict
332,98.05,2,Conflict
333,0.0,4,Simultaneous
333,43.98,2,Simultaneous
333,61.18,2,Simultaneous
333,66.83,3,Simultaneous
333,9.95,2,Conflict
333,10.25,3,Conflict
333,12.1,3,Conflict
333,16.56,3,Conflict
333,57.84,3,Conflict
333,90.96,2,Conflict
334,0.0,4,Simultaneous
334,22.51,2,Simultaneous
334,30.29,3,Simultaneous
334,40.06,2,Simultaneous
334,23.61,2,Conflict
334,32.23,2,Conflict
334,43.94,2,Conflict
335,0.0,4,Simultaneous
335,23.18,2,Simultaneous
335,57.76,2,Simultaneous
335,81.67,3,Simultaneous
335,14.36,3,Conflict
335,22.35,2,Conflict
335,40.6,2,Conflict
336,0.0,4,Simultaneous
336,1.49,3,Simultaneous
336,17.39,4,Simultaneous
336,29.33,2,Simultaneous
336,62.56,2,Conflict
337,0.0,4,Simultaneous
337,38.92,2,Simultaneous
337,48.66,2,Simultaneous
337,79.18,2,Simultaneous
337,28.74,2,Conflict
337,53.97,2,Conflict
337,98.78,4,Conflict
338,0.0,4,Simultaneous
338,8.48,2,Simultaneous
338,45.6,2,Simultaneous
338,62.85,2,Simultaneous
338,64.72,3,Conflict
338,65.17,3,Conflict
338,67.21,2,Conflict
338,96.53,2,Conflict
339,0.0,4,Simultaneous
339,6.83,3,Simultaneous
339,16.44,3,Simultaneous
339,46.54,3,Simultaneous
339,13.14,2,Conflict
339,80.64,3,Conflict
339,94.5,2,Conflict
339,96.32,2,Conflict
340,0.0,4,Simultaneous
340,1.82,3,Simultaneous
340,23.0,3,Simultaneous
340,70.4,2,Simultaneous
340,76.23,2,Simultaneous
340,90.69,2,Simultaneous
340,13.44,3,Conflict
340,88.23,4,Conflict
341,0.0,4,Simultaneous
341,22.26,3,Simultaneous
341,43.65,2,Simultaneous
341,99.58,2,Simultaneous
341,51.61,3,Conflict
341,90.68,3,Conflict
342,0.0,4,Simultaneous
342,22.26,3,Simultaneous
342,79.93,2,Simultaneous
342,82.97,3,Simultaneous
342,1.63,4,Conflict
342,40.57,3,Conflict
342,53.84,2,Conflict
343,0.0,4,Simultaneous
343,39.09,3,Simultaneous
343,55.49,3,Simultaneous
343,89.28,2,Simultaneous
343,73.01,3,Conflict
343,75.22,4,Conflict
343,86.74,2,Conflict
344,0.0,4,Simultaneous
344,6.23,2,Simultaneous
344,75.3,4,Simultaneous
344,91.69,3,Simultaneous
344,43.33,3,Conflict
344,48.41,3,Conflict
345,0.0,4,Simultaneous
345,34.37,2,Simultaneous
345,53.8,3,Simultaneous
345,87.91,2,Simultaneous
346,0.0,4,Simultaneous
346,9.06,3,Simultaneous
346,20.45,2,Simultaneous
346,27.42,4,Simultaneous
346,90.17,2,Simultaneous
346,91.71,2,Simultaneous
346,14.15,2,Conflict
346,17.88,2,Conflict
346,20.01,3,Conflict
346,54.89,2,Conflict
346,88.69,2,Conflict
347,0.0,4,Simultaneous
347,13.71,2,Simultaneous
347,47.13,2,Simultaneous
347,48.59,2,Simultaneous
347,8.87,3,Conflict
347,20.54,2,Conflict
347,39.82,2,Conflict
347,40.59,3,Conflict
347,60.31,2,Conflict
347,66.95,3,Conflict
348,0.0,4,Simultaneous
348,43.57,4,Simultaneous
348,80.2,3,Simultaneous
348,90.08,2,Simultaneous
348,1.47,2,Conflict
348,11.6,2,Conflict
348,16.44,4,Conflict
348,28.36,3,Conflict
348,78.09,2,Conflict
348,79.75,3,Conflict
349,0.0,4,Simultaneous
349,7.34,3,Simultaneous
349,13.51,3,Simultaneous
349,48.41,3,Simultaneous
349,54.49,4,Simultaneous
349,75.3,3,Simultaneous
349,15.29,2,Conflict
350,0.0,4,Simultaneous
350,29.22,2,Simultaneous
350,65.81,2,Simultaneous
350,81.67,3,Simultaneous
350,19.11,3,Conflict
350,23.25,2,Conflict
351,0.0,4,Simultaneous
351,5.5,3,Simultaneous
351,19.26,3,Simultaneous
351,48.31,3,Simultaneous
351,52.25,2,Conflict
352,0.0,4,Simultaneous
352,23.61,3,Simultaneous
352,29.64,2,Simultaneous
352,67.54,3,Simultaneous
352,27.35,4,Conflict
352,47.44,3,Conflict
352,91.68,3,Conflict
353,0.0,4,Simultaneous
353,9.02,3,Simultaneous
353,12.31,3,Simultaneous
353,56.18,2,Simultaneous
353,1.71,2,Conflict
353,64.58,2,Conflict
353,69.9,3,Conflict
354,0.0,4,Simultaneous
354,1.92,2,Simultaneous
354,81.53,3,Simultaneous
354,96.37,3,Simultaneous
354,56.79,2,Conflict
354,78.09,2,Conflict
355,0.0,4,Simultaneous
355,4.41,2,Simultaneous
355,67.24,2,Simultaneous
355,90.34,3,Simultaneous
355,7.23,3,Conflict
355,11.6,2,Conflict
355,15.63,2,Conflict
355,30.9,2,Conflict
355,82.19,2,Conflict
356,0.0,4,Simultaneous
356,8.16,2,Simultaneous
356,40.62,4,Simultaneous
356,62.55,2,Simultaneous
356,23.39,3,Conflict
356,30.82,3,Conflict
356,38.21,2,Conflict
356,46.44,2,Conflict
357,0.0,4,Simultaneous
357,1.63,2,Simultaneous
357,16.68,3,Simultaneous
357,39.03,2,Simultaneous
357,30.45,3,Conflict
357,31.48,2,Conflict
357,63.19,3,Conflict
358,0.0,4,Simultaneous
358,8.02,2,Simultaneous
358,49.22,2,Simultaneous
358,78.97,3,Simultaneous
358,60.55,3,Conflict
359,0.0,4,Simultaneous
359,28.78,2,Simultaneous
359,57.75,3,Simultaneous
359,79.32,4,Simultaneous
359,9.16,2,Conflict
359,39.55,3,Conflict
359,48.52,2,Conflict
359,97.32,4,Conflict
360,0.0,4,Simultaneous
360,9.58,3,Simultaneous
360,49.84,2,Simultaneous
360,65.87,2,Simultaneous
360,53.76,2,Conflict
360,54.9,2,Conflict
360,58.76,2,Conflict
360,63.41,2,Conflict
361,0.0,4,Simultaneous
361,5.35,2,Simultaneous
361,18.52,3,Simultaneous
361,40.83,3,Simultaneous
361,78.86,4,Simultaneous
361,86.05,2,Simultaneous
361,6.03,2,Conflict
361,58.74,3,Conflict
361,81.93,4,Conflict
361,92.74,4,Conflict
362,0.0,4,Simultaneous
362,1.33,4,Simultaneous
362,5.04,3,Simultaneous
362,37.09,2,Simultaneous
362,15.14,2,Conflict
362,86.53,2,Conflict
363,0.0,4,Simultaneous
363,67.72,3,Simultaneous
363,87.98,2,Simultaneous
363,91.18,4,Simultaneous
363,17.47,2,Conflict
363,21.63,2,Conflict
363,49.51,4,Conflict
363,65.21,2,Conflict
363,65.34,3,Conflict
363,85.47,2,Conflict
364,0.0,4,Simultaneous
364,40.0,2,Simultaneous
364,79.73,4,Simultaneous
364,90.24,3,Simultaneous
364,18.96,4,Conflict
364,94.3,3,Conflict
365,0.0,4,Simultaneous
365,6.71,2,Simultaneous
365,42.2,3,Simultaneous
365,49.22,2,Simultaneous
365,17.17,2,Conflict
365,42.25,2,Conflict
365,93.84,3,Conflict
365,95.42,4,Conflict
366,0.0,4,Simultaneous
366,65.87,3,Simultaneous
366,82.45,2,Simultaneous
366,85.79,2,Simultaneous
366,3.36,2,Conflict
366,34.08,2,Conflict
366,67.73,2,Conflict
367,0.0,4,Simultaneous
367,56.73,2,Simultaneous
367,72.85,3,Simultaneous
367,78.73,2,Simultaneous
367,81.05,2,Conflict
367,87.06,3,Conflict
368,0.0,4,Simultaneous
368,40.73,3,Simultaneous
368,63.69,2,Simultaneous
368,79.97,3,Simultaneous
368,51.64,2,Conflict
369,0.0,4,Simultaneous
369,14.46,2,Simultaneous
369,26.08,2,Simultaneous
369,73.02,3,Simultaneous
369,3.95,2,Conflict
369,5.04,2,Conflict
369,49.48,2,Conflict
369,75.52,2,Conflict
369,75.8,4,Conflict
369,96.53,2,Conflict
370,0.0,4,Simultaneous
370,15.06,2,Simultaneous
370,35.49,2,Simultaneous
370,65.87,3,Simultaneous
370,92.84,4,Conflict
371,0.0,4,Simultaneous
371,14.44,3,Simultaneous
371,66.14,4,Simultaneous
371,96.58,3,Simultaneous
371,6.71,2,Conflict
371,27.44,2,Conflict
371,71.02,3,Conflict
372,0.0,4,Simultaneous
372,21.02,3,Simultaneous
372,23.11,2,Simultaneous
372,91.77,2,Simultaneous
372,12.42,2,Conflict
372,36.56,4,Conflict
372,45.31,2,Conflict
372,50.8,2,Conflict
372,59.56,2,Conflict
372,62.2,2,Conflict
372,67.41,3,Conflict
372,69.75,3,Conflict
372,93.86,2,Conflict
373,0.0,4,Simultaneous
373,11.65,4,Simultaneous
373,14.71,2,Simultaneous
373,53.69,2,Simultaneous
373,20.03,2,Conflict
373,56.61,3,Conflict
374,0.0,4,Simultaneous
374,12.06,2,Simultaneous
374,26.89,2,Simultaneous
374,36.37,2,Simultaneous
374,56.01,2,Simultaneous
374,59.03,3,Simultaneous
374,72.48,3,Simultaneous
374,89.6,2,Simultaneous
374,44.14,2,Conflict
374,58.05,3,Conflict
374,76.14,3,Conflict
375,0.0,4,Simultaneous
375,63.62,2,Simultaneous
375,82.01,2,Simultaneous
375,93.65,4,Simultaneous
375,1.03,2,Conflict
375,3.05,2,Conflict
375,93.77,3,Conflict
376,0.0,4,Simultaneous
376,50.56,3,Simultaneous
376,73.89,4,Simultaneous
376,97.74,3,Simultaneous
376,4.57,3,Conflict
376,19.97,3,Conflict
376,49.47,3,Conflict
376,58.26,3,Conflict
376,60.29,2,Conflict
376,72.78,2,Conflict
377,0.0,4,Simultaneous
377,19.92,3,Simultaneous
377,50.56,4,Simultaneous
377,70.35,2,Simultaneous
377,70.81,2,Simultaneous
377,98.36,2,Simultaneous
377,25.04,3,Conflict
377,41.33,2,Conflict
377,73.39,2,Conflict
377,85.65,3,Conflict
378,0.0,4,Simultaneous
378,15.47,2,Simultaneous
378,30.59,2,Simultaneous
378,43.67,3,Simultaneous
378,65.4,2,Simultaneous
378,90.95,3,Simultaneous
378,24.1,2,Conflict
378,96.52,3,Conflict
379,0.0,4,Simultaneous
379,23.11,2,Simultaneous
379,72.54,2,Simultaneous
379,92.51,3,Simultaneous
379,3.74,2,Conflict
379,78.09,2,Conflict
379,86.86,2,Conflict
379,89.6,2,Conflict
380,0.0,4,Simultaneous
380,4.68,2,Simultaneous
380,43.25,4,Simultaneous
380,79.26,2,Simultaneous
380,30.74,3,Conflict
380,61.82,3,Conflict
380,63.82,2,Conflict
380,77.64,3,Conflict
381,0.0,4,Simultaneous
381,4.85,4,Simultaneous
381,5.7,4,Simultaneous
381,6.33,3,Simultaneous
381,36.02,2,Simultaneous
381,51.69,2,Simultaneous
381,2.0,2,Conflict
381,11.93,2,Conflict
381,14.36,3,Conflict
381,73.82,3,Conflict
381,84.0,3,Conflict
382,0.0,4,Simultaneous
382,1.88,2,Simultaneous
382,17.93,2,Simultaneous
382,98.67,2,Simultaneous
382,23.8,2,Conflict
382,49.55,2,Conflict
382,69.57,3,Conflict
382,82.94,2,Conflict
383,0.0,4,Simultaneous
383,52.98,2,Simultaneous
383,77.06,2,Simultaneous
383,78.31,3,Simultaneous
384,0.0,4,Simultaneous
384,5.71,2,Simultaneous
384,7.17,2,Simultaneous
384,52.51,4,Simultaneous
384,16.28,3,Conflict
385,0.0,4,Simultaneous
385,13.21,2,Simultaneous
385,13.5,3,Simultaneous
385,93.98,2,Simultaneous
385,48.37,2,Conflict
385,84.28,2,Conflict
386,0.0,4,Simultaneous
386,6.09,2,Simultaneous
386,75.06,3,Simultaneous
386,91.28,3,Simultaneous
386,4.68,2,Conflict
387,0.0,4,Simultaneous
387,41.78,2,Simultaneous
387,60.97,2,Simultaneous
387,66.35,3,Simultaneous
387,33.53,3,Conflict
387,38.69,4,Conflict
387,46.09,2,Conflict
388,0.0,4,Simultaneous
388,59.94,2,Simultaneous
388,66.34,2,Simultaneous
388,95.1,2,Simultaneous
388,0.88,2,Conflict
388,5.17,2,Conflict
388,48.25,3,Conflict
388,67.44,2,Conflict
388,69.0,3,Conflict
389,0.0,4,Simultaneous
389,6.7,3,Simultaneous
389,38.74,3,Simultaneous
389,61.47,2,Simultaneous
389,94.45,2,Conflict
390,0.0,4,Simultaneous
390,32.43,3,Simultaneous
390,70.52,2,Simultaneous
390,86.35,4,Simultaneous
390,3.73,4,Conflict
391,0.0,4,Simultaneous
391,2.19,2,Simultaneous
391,5.95,2,Simultaneous
391,12.54,2,Simultaneous
391,49.52,3,Simultaneous
391,61.21,3,Simultaneous
391,77.82,2,Simultaneous
391,16.04,4,Conflict
391,17.39,3,Conflict
391,23.1,3,Conflict
391,27.22,2,Conflict
391,30.88,4,Conflict
391,36.95,2,Conflict
391,43.25,2,Conflict
391,65.85,3,Conflict
391,86.89,3,Conflict
392,0.0,4,Simultaneous
392,79.62,3,Simultaneous
392,80.94,4,Simultaneous
392,91.37,3,Simultaneous
392,91.96,3,Conflict
393,0.0,4,Simultaneous
393,6.83,3,Simultaneous
393,62.65,2,Simultaneous
393,95.43,4,Simultaneous
393,1.14,2,Conflict
393,35.56,3,Conflict
393,57.9,2,Conflict
394,0.0,4,Simultaneous
394,7.77,2,Simultaneous
394,31.53,3,Simultaneous
394,51.64,2,Simultaneous
395,0.0,4,Simultaneous
395,12.31,3,Simultaneous
395,71.05,4,Simultaneous
395,94.2,2,Simultaneous
395,4.97,3,Conflict
395,26.6,2,Conflict
395,96.24,2,Conflict
396,0.0,4,Simultaneous
396,35.21,3,Simultaneous
396,37.15,2,Simultaneous
396,86.91,2,Simultaneous
396,46.42,2,Conflict
396,54.65,4,Conflict
397,0.0,4,Simultaneous
397,31.88,2,Simultaneous
397,60.91,4,Simultaneous
397,66.55,2,Simultaneous
397,67.71,3,Conflict
397,69.19,4,Conflict
397,76.1,2,Conflict
397,82.25,3,Conflict
398,0.0,4,Simultaneous
398,25.04,2,Simultaneous
398,52.12,3,Simultaneous
398,81.29,3,Simultaneous
398,6.17,2,Conflict
398,23.27,3,Conflict
398,50.31,3,Conflict
399,0.0,4,Simultaneous
399,25.06,3,Simultaneous
399,56.26,4,Simultaneous
399,75.36,2,Simultaneous
399,42.07,4,Conflict
399,80.64,3,Conflict
400,0.0,4,Simultaneous
400,24.42,4,Simultaneous
400,26.3,3,Simultaneous
400,40.12,2,Simultaneous
400,48.66,2,Simultaneous
400,58.78,3,Simultaneous
400,25.42,2,Conflict
400,30.34,2,Conflict
400,33.86,2,Conflict
400,52.55,2,Conflict
400,54.34,3,Conflict
400,58.21,4,Conflict
400,64.72,2,Conflict
400,91.13,2,Conflict
401,0.0,4,Simultaneous
401,25.06,2,Simultaneous
401,34.06,2,Simultaneous
401,38.21,2,Simultaneous
401,39.04,3,Simultaneous
401,57.93,4,Simultaneous
401,47.82,2,Conflict
401,75.12,2,Conflict
401,90.23,2,Conflict
402,0.0,4,Simultaneous
402,2.62,2,Simultaneous
402,12.92,2,Simultaneous
402,47.77,4,Simultaneous
402,35.81,2,Conflict
403,0.0,4,Simultaneous
403,23.85,2,Simultaneous
403,42.17,2,Simultaneous
403,52.58,3,Simultaneous
403,22.22,3,Conflict
403,47.77,2,Conflict
404,0.0,4,Simultaneous
404,35.28,3,Simultaneous
404,48.46,2,Simultaneous
404,80.36,3,Simultaneous
405,0.0,4,Simultaneous
405,4.24,2,Simultaneous
405,50.95,2,Simultaneous
405,56.56,3,Simultaneous
405,64.92,3,Simultaneous
405,79.11,2,Simultaneous
405,27.28,2,Conflict
405,38.87,2,Conflict
406,0.0,4,Simultaneous
406,31.97,2,Simultaneous
406,78.19,3,Simultaneous
406,84.88,3,Simultaneous
406,23.85,2,Conflict
406,51.72,2,Conflict
407,0.0,4,Simultaneous
407,25.21,2,Simultaneous
407,62.15,4,Simultaneous
407,90.3,2,Simultaneous
407,15.12,2,Conflict
407,24.37,4,Conflict
407,30.11,3,Conflict
408,0.0,4,Simultaneous
408,30.33,2,Simultaneous
408,42.7,3,Simultaneous
408,95.17,2,Simultaneous
408,30.99,2,Conflict
408,38.77,2,Conflict
408,54.26,2,Conflict
409,0.0,4,Simultaneous
409,31.95,3,Simultaneous
409,62.2,3,Simultaneous
409,71.47,2,Simultaneous
409,80.34,2,Simultaneous
409,97.19,2,Simultaneous
409,54.73,2,Conflict
410,0.0,4,Simultaneous
410,1.58,3,Simultaneous
410,9.69,2,Simultaneous
410,35.11,3,Simultaneous
410,2.93,4,Conflict
410,47.42,3,Conflict
410,54.06,2,Conflict
410,95.78,3,Conflict
411,0.0,4,Simultaneous
411,22.31,2,Simultaneous
411,41.4,2,Simultaneous
411,42.9,3,Simultaneous
411,64.76,2,Conflict
412,0.0,4,Simultaneous
412,29.08,3,Simultaneous
412,75.25,3,Simultaneous
412,96.38,3,Simultaneous
412,46.83,2,Conflict
412,48.87,2,Conflict
413,0.0,4,Simultaneous
413,20.35,2,Simultaneous
413,32.25,2,Simultaneous
413,92.51,2,Simultaneous
413,82.12,3,Conflict
414,0.0,4,Simultaneous
414,21.28,2,Simultaneous
414,26.14,3,Simultaneous
414,27.13,2,Simultaneous
414,29.98,3,Simultaneous
414,40.09,2,Simultaneous
414,41.71,3,Conflict
415,0.0,4,Simultaneous
415,16.07,2,Simultaneous
415,37.24,2,Simultaneous
415,39.23,3,Simultaneous
415,74.42,2,Simultaneous
415,76.47,2,Simultaneous
415,51.83,2,Conflict
416,0.0,4,Simultaneous
416,47.81,2,Simultaneous
416,59.57,2,Simultaneous
416,74.96,3,Simultaneous
416,41.81,4,Conflict
416,48.11,2,Conflict
416,76.7,2,Conflict
417,0.0,4,Simultaneous
417,19.99,2,Simultaneous
417,57.37,2,Simultaneous
417,63.78,3,Simultaneous
417,4.01,3,Conflict
417,12.64,2,Conflict
417,62.28,2,Conflict
418,0.0,4,Simultaneous
418,1.28,3,Simultaneous
418,3.84,3,Simultaneous
418,42.13,2,Simultaneous
418,68.94,4,Conflict
419,0.0,4,Simultaneous
419,9.32,3,Simultaneous
419,29.98,2,Simultaneous
419,55.87,2,Simultaneous
419,21.66,2,Conflict
419,44.95,3,Conflict
419,77.05,2,Conflict
419,83.61,2,Conflict
419,93.19,2,Conflict
419,93.33,2,Conflict
420,0.0,4,Simultaneous
420,81.28,3,Simultaneous
420,84.41,2,Simultaneous
420,87.84,3,Simultaneous
420,35.38,3,Conflict
420,87.14,3,Conflict
421,0.0,4,Simultaneous
421,6.51,2,Simultaneous
421,60.23,3,Simultaneous
421,77.39,3,Simultaneous
421,79.58,2,Simultaneous
421,98.85,2,Simultaneous
421,1.13,2,Conflict
421,22.93,3,Conflict
421,49.22,3,Conflict
421,52.05,2,Conflict
422,0.0,4,Simultaneous
422,60.56,2,Simultaneous
422,68.07,4,Simultaneous
422,74.67,3,Simultaneous
422,52.15,3,Conflict
422,61.16,2,Conflict
423,0.0,4,Simultaneous
423,9.2,4,Simultaneous
423,49.19,4,Simultaneous
423,54.89,2,Simultaneous
423,69.61,2,Simultaneous
423,79.58,2,Simultaneous
424,0.0,4,Simultaneous
424,6.17,2,Simultaneous
424,96.58,2,Simultaneous
424,98.28,2,Simultaneous
424,7.57,3,Conflict
424,86.71,3,Conflict
425,0.0,4,Simultaneous
425,38.37,2,Simultaneous
425,60.58,2,Simultaneous
425,78.07,3,Simultaneous
425,87.26,2,Conflict
426,0.0,4,Simultaneous
426,6.49,3,Simultaneous
426,55.9,2,Simultaneous
426,75.94,3,Simultaneous
426,40.62,2,Conflict
426,82.67,3,Conflict
427,0.0,4,Simultaneous
427,6.42,2,Simultaneous
427,18.89,3,Simultaneous
427,48.82,4,Simultaneous
427,16.28,2,Conflict
427,67.42,3,Conflict
428,0.0,4,Simultaneous
428,17.79,2,Simultaneous
428,80.54,2,Simultaneous
428,96.3,4,Simultaneous
428,2.89,3,Conflict
428,46.42,3,Conflict
428,98.05,2,Conflict
429,0.0,4,Simultaneous
429,9.84,2,Simultaneous
429,37.9,2,Simultaneous
429,37.98,2,Simultaneous
429,10.99,2,Conflict
429,28.2,3,Conflict
429,42.2,2,Conflict
429,46.66,2,Conflict
430,0.0,4,Simultaneous
430,23.83,2,Simultaneous
430,57.64,2,Simultaneous
430,92.81,3,Simultaneous
430,23.88,2,Conflict
430,60.91,2,Conflict
431,0.0,4,Simultaneous
431,16.85,4,Simultaneous
431,24.29,3,Simultaneous
431,90.89,3,Simultaneous
431,96.13,2,Conflict
432,0.0,4,Simultaneous
432,21.04,2,Simultaneous
432,40.07,2,Simultaneous
432,87.92,2,Simultaneous
432,0.7,2,Conflict
432,89.85,3,Conflict
433,0.0,4,Simultaneous
433,35.06,3,Simultaneous
433,72.18,2,Simultaneous
433,77.5,2,Simultaneous
433,2.55,2,Conflict
433,33.49,2,Conflict
433,69.7,2,Conflict
433,79.97,3,Conflict
434,0.0,4,Simultaneous
434,37.16,2,Simultaneous
434,38.82,3,Simultaneous
434,59.56,4,Simultaneous
434,52.5,2,Conflict
434,86.67,4,Conflict
435,0.0,4,Simultaneous
435,38.35,3,Simultaneous
435,48.32,2,Simultaneous
435,57.2,3,Simultaneous
435,67.87,2,Simultaneous
435,80.4,2,Simultaneous
435,17.88,3,Conflict
436,0.0,4,Simultaneous
436,3.41,3,Simultaneous
436,23.74,3,Simultaneous
436,72.6,3,Simultaneous
436,9.99,2,Conflict
436,10.86,2,Conflict
437,0.0,4,Simultaneous
437,33.82,2,Simultaneous
437,70.78,2,Simultaneous
437,70.82,4,Simultaneous
437,4.44,2,Conflict
437,20.27,2,Conflict
437,63.69,2,Conflict
437,63.95,2,Conflict
437,99.25,3,Conflict
438,0.0,4,Simultaneous
438,30.08,2,Simultaneous
438,88.23,2,Simultaneous
438,97.48,2,Simultaneous
438,8.48,3,Conflict
438,62.2,2,Conflict
438,65.87,3,Conflict
438,67.73,3,Conflict
438,80.2,2,Conflict
438,96.6,2,Conflict
439,0.0,4,Simultaneous
439,25.55,4,Simultaneous
439,29.49,3,Simultaneous
439,66.11,2,Simultaneous
439,15.29,2,Conflict
439,64.73,2,Conflict
440,0.0,4,Simultaneous
440,2.25,2,Simultaneous
440,56.01,2,Simultaneous
440,84.99,2,Simultaneous
440,71.45,2,Conflict
440,86.24,3,Conflict
441,0.0,4,Simultaneous
441,5.86,2,Simultaneous
441,6.17,3,Simultaneous
